Done with benching. Current timestamp: 2017-06-22 08:55:44.686
QUERY325, 5671, 47923456, 2017-06-21 15:03:12.980, 2193692, OK
QUERY326, 21826, 232896219, 2017-06-21 14:46:32.868, 1193580, OK
QUERY327, 26904, 240041792, 2017-06-21 14:45:57.098, 1157810, OK
QUERY328, 8216, 78174851, 2017-06-21 15:00:31.449, 2032161, OK
QUERY329, 32381, 327069369, 2017-06-21 14:38:41.521, 722233, OK
QUERY330, 9353, 83823501, 2017-06-21 15:00:01.292, 2002004, OK
QUERY331, 17247, 149287447, 2017-06-21 14:54:12.470, 1653182, OK
QUERY332, 23982, 193657921, 2017-06-21 14:49:49.669, 1390381, OK
QUERY333, 6767, 63192055, 2017-06-21 15:01:51.468, 2112180, OK
QUERY334, 42091, 414616290, 2017-06-21 14:31:22.058, 282770, OK
QUERY335, 2873, 25188818, 2017-06-21 15:05:14.478, 2315190, OK
QUERY336, 8575, 94202922, 2017-06-21 14:59:05.934, 1946646, OK
QUERY337, 27094, 252722489, 2017-06-21 14:44:53.649, 1094361, OK
QUERY338, 12731, 110977338, 2017-06-21 14:57:36.712, 1857424, OK
QUERY339, 32794, 269215582, 2017-06-21 14:43:31.121, 1011833, OK
QUERY340, 19208, 214462229, 2017-06-21 14:48:05.218, 1285930, OK
QUERY341, 24491, 264668227, 2017-06-21 14:43:53.900, 1034612, OK
QUERY342, 24390, 206211257, 2017-06-21 14:48:46.541, 1327253, OK
QUERY343, 16818, 147149060, 2017-06-21 14:54:23.871, 1664583, OK
QUERY344, 12415, 99985668, 2017-06-21 14:58:35.178, 1915890, OK
QUERY345, 1605, 9729274, 2017-06-21 15:06:37.030, 2397742, OK
QUERY346, 52496, 464606290, 2017-06-21 14:27:15.758, 36470, OK
QUERY347, 8221, 76297743, 2017-06-21 15:00:41.487, 2042199, OK
QUERY348, 42076, 409033491, 2017-06-21 14:31:50.195, 310907, OK
QUERY349, 8409, 79447503, 2017-06-21 15:00:24.642, 2025354, OK
QUERY350, 18629, 188498776, 2017-06-21 14:50:15.675, 1416387, OK
QUERY351, 4822, 44948632, 2017-06-21 15:03:28.930, 2209642, OK
QUERY352, 3468, 32905488, 2017-06-21 15:04:33.297, 2274009, OK
QUERY353, 35187, 357620864, 2017-06-21 14:36:08.086, 568798, OK
QUERY354, 12287, 119130432, 2017-06-21 14:56:53.353, 1814065, OK
QUERY355, 22007, 248668978, 2017-06-21 14:45:13.935, 1114647, OK
QUERY356, 33621, 386493538, 2017-06-21 14:33:42.871, 423583, OK
